video_duration,video_mention_list,view_count,hashtag_info_list,music_id,username,video_description,create_time,region_code,hashtag_names,id,is_stem_verified,like_count,share_count,video_label,comment_count
8,[],1461452,"[{'hashtag_name': 'FamilyGameNight', 'hashtag_description': ""Whether it's desktop, table top, or old school, what are you playing for #FamilyGameNight?"", 'hashtag_id': 287421}, {'hashtag_description': 'Asla bir sonraki hamleni bilmelerine izin verme! 👀', 'hashtag_id': 1652484531221509, 'hashtag_name': 'xyzbca'}, {'hashtag_description': '', 'hashtag_id': 83551683, 'hashtag_name': 'tiktokisback'}, {'hashtag_description': '', 'hashtag_id': 381223, 'hashtag_name': 'wereback'}, {'hashtag_description': '', 'hashtag_id': 2556710, 'hashtag_name': 'familygames'}]",6917567518227826689,izzyandmarysdad,That was the longest 10 hours of our life #tiktokisback #wereback #familygames #familygamenight #xyzbca ,1737317824,US,"['familygamenight', 'wereback', 'familygames', 'tiktokisback', 'xyzbca']",7461723162653265198,False,58078,5361,"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}",2276
113,[],6058109,"[{'hashtag_description': '¡Feliz día del taco! Que no se te olvide preparar tu #taco favorito!!  🌮🌮🌮', 'hashtag_id': 83644, 'hashtag_name': 'taco'}, {'hashtag_name': 'burrito', 'hashtag_description': '', 'hashtag_id': 137274}, {'hashtag_description': 'From satisfying cheese pulls to gourmet dishes, show us your favourite cheesy recipes 🧀', 'hashtag_id': 23351, 'hashtag_name': 'Cheese'}, {'hashtag_description': '', 'hashtag_id': 2556710, 'hashtag_name': 'familygames'}, {'hashtag_description': '', 'hashtag_id': 85049182, 'hashtag_name': 'tacobellqween'}, {'hashtag_description': 'Asla bir sonraki hamleni bilmelerine izin verme! 👀', 'hashtag_id': 1652484531221509, 'hashtag_name': 'xyzbca'}, {'hashtag_description': '', 'hashtag_id': 36031, 'hashtag_name': 'tacobell'}]",7461119253253557034,izzyandmarysdad,Grab the Taco Bell challenge #tacobell #taco #burrito #cheese #familygames #tacobellqween #xyzbca ,1737176012,US,"['cheese', 'tacobell', 'taco', 'burrito', 'familygames', 'tacobellqween', 'xyzbca']",7461114125280906542,False,538561,58835,"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}",7816
62,[],3838760,"[{'hashtag_name': 'cyzbca', 'hashtag_description': '', 'hashtag_id': 1653820576082949}, {'hashtag_name': 'Cake', 'hashtag_description': 'Tempting cakes and easy bakes', 'hashtag_id': 8101}, {'hashtag_id': 41790, 'hashtag_name': 'cakecakecake', 'hashtag_description': ''}, {'hashtag_description': 'Are you up to Sabrina Carpenter’s #CakeChallenge? Tell us what your favorite cake it for the chance to get featured.', 'hashtag_id': 799780, 'hashtag_name': 'cakechallenge'}, {'hashtag_name': 'Cupcake', 'hashtag_description': 'I like you, have a cupcake!', 'hashtag_id': 16831}, {'hashtag_description': '', 'hashtag_id': 44104, 'hashtag_name': 'cakes'}, {'hashtag_description': '', 'hashtag_id': 2556710, 'hashtag_name': 'familygames'}]",7460737762686143275,izzyandmarysdad,Grab the Cake Challenge #cake #cakecakecake #cakechallenge #cupcake #cakes #familygames #cyzbca ,1737088382,US,"['cake', 'cupcake', 'cakecakecake', 'cakes', 'cakechallenge', 'familygames', 'cyzbca']",7460737746252926251,False,322624,33454,"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}",5690
186,[],14885213,"[{'hashtag_description': '', 'hashtag_id': 2556710, 'hashtag_name': 'familygames'}, {'hashtag_description': ""What's so #Funny?"", 'hashtag_id': 5424, 'hashtag_name': 'Funny'}, {'hashtag_id': 1652831841402886, 'hashtag_name': 'zyxbca', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 72906, 'hashtag_name': 'veggies'}, {'hashtag_description': '', 'hashtag_id': 3510831, 'hashtag_name': 'vegatables'}, {'hashtag_description': ""Whether it's desktop, table top, or old school, what are you playing for #FamilyGameNight?"", 'hashtag_id': 287421, 'hashtag_name': 'FamilyGameNight'}]",7460370715007666987,izzyandmarysdad,Grab the Veggies #veggies #vegatables #familygamenight #familygames #funny #zyxbca,1737002928,US,"['funny', 'veggies', 'familygamenight', 'familygames', 'vegatables', 'zyxbca']",7460370715632618795,False,1428448,94640,"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}",11904
160,[],1105221,"[{'hashtag_id': 101584, 'hashtag_name': 'costco', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 18929008, 'hashtag_name': 'costcohaul'}, {'hashtag_description': 'From your daily routine to traveling, show us your #Vlog.💎✨💕💁🎵👏🎉📝', 'hashtag_id': 292874, 'hashtag_name': 'Vlog'}, {'hashtag_description': 'Asla bir sonraki hamleni bilmelerine izin verme! 👀', 'hashtag_id': 1652484531221509, 'hashtag_name': 'xyzbca'}]",7460198233239751467,izzyandmarysdad,Random Costco Shopping Trip #costco #costcohaul #vlog #xyzbca ,1736962765,US,"['costco', 'vlog', 'costcohaul', 'xyzbca']",7460198237509569838,False,37672,696,"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}",408
81,[],1712157,"[{'hashtag_id': 1653412736454661, 'hashtag_name': 'zxycba', 'hashtag_description': ''}, {'hashtag_id': 101584, 'hashtag_name': 'costco', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 1645872072243205, 'hashtag_name': 'costcofoodcourt'}, {'hashtag_description': '', 'hashtag_id': 1649127573520389, 'hashtag_name': 'costcofinds'}, {'hashtag_description': '', 'hashtag_id': 7347890260916830250, 'hashtag_name': 'dubblechunkchocolatecookie'}, {'hashtag_description': '', 'hashtag_id': 2556710, 'hashtag_name': 'familygames'}]",7459991019233217326,izzyandmarysdad,Grab the Costco Food Court Items #costco #costcofoodcourt #costcofinds #dubblechunkchocolatecookie ##familygames##zxycba,1736914519,US,"['costco', 'familygames', 'costcofoodcourt', 'costcofinds', 'zxycba', 'dubblechunkchocolatecookie']",7459991006646340910,False,93065,12428,"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}",2962
61,[],3447630,"[{'hashtag_description': '', 'hashtag_id': 2556710, 'hashtag_name': 'familygames'}, {'hashtag_description': '', 'hashtag_id': 1653412736454661, 'hashtag_name': 'zxycba'}, {'hashtag_description': '', 'hashtag_id': 1626226436860933, 'hashtag_name': 'crumbl'}, {'hashtag_name': 'crumbcookiesoftheweek', 'hashtag_description': '', 'hashtag_id': 7140422876850552875}, {'hashtag_description': '', 'hashtag_id': 1615694772357125, 'hashtag_name': 'crumblecookie'}, {'hashtag_description': '', 'hashtag_id': 694209, 'hashtag_name': 'crumble'}]",7459615010990410539,izzyandmarysdad,Grab the Crumbl Cookie #crumbl #crumbcookiesoftheweek #crumblecookie #crumble #familygames #zxycba,1736826973,US,"['crumble', 'familygames', 'crumblecookie', 'crumbl', 'zxycba', 'crumbcookiesoftheweek']",7459615007966498094,False,152348,13791,"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}",2648
44,[],716409,"[{'hashtag_description': '', 'hashtag_id': 2556710, 'hashtag_name': 'familygames'}, {'hashtag_name': 'SquidGame2', 'hashtag_description': '', 'hashtag_id': 7010411581884334107}, {'hashtag_description': '', 'hashtag_id': 7454243066241613866, 'hashtag_name': 'squidgame2roblox'}, {'hashtag_description': '', 'hashtag_id': 237815, 'hashtag_name': 'mingle'}, {'hashtag_id': 7459467736683397166, 'hashtag_name': 'maryandizzygaming', 'hashtag_description': ''}, {'hashtag_id': 16057, 'hashtag_name': 'Gaming', 'hashtag_description': ""Stock up on extra lives, because we're celebrating the #Gaming community. Show us what you're playing, where you play, and your top recommendations!""}]",7459470231426190123,izzyandmarysdad,We made a brand new Gaming Channel #MaryandIzzygaming be the first ones to subscribe!! Link in bio ❤️❤️ #gaming #familygames #squidgame2 #squidgame2roblox #mingle,1736793271,US,"['gaming', 'mingle', 'familygames', 'squidgame2', 'squidgame2roblox', 'maryandizzygaming']",7459470245133045035,False,9503,608,"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}",430
99,[],1145948,"[{'hashtag_description': '', 'hashtag_id': 2556710, 'hashtag_name': 'familygames'}, {'hashtag_description': '', 'hashtag_id': 7869857, 'hashtag_name': 'foodchallege'}, {'hashtag_id': 7091482964428603438, 'hashtag_name': 'ninjacreamirecipe', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 657564, 'hashtag_name': 'yesornochallenge'}, {'hashtag_id': 10040, 'hashtag_name': 'IceCream', 'hashtag_description': 'Where are all the icecream lovers at? Show us your best homemade icecream recipes yet!🍦'}, {'hashtag_description': '', 'hashtag_id': 12374, 'hashtag_name': 'ninja'}, {'hashtag_description': '', 'hashtag_id': 1705639321084933, 'hashtag_name': 'ninjacreami'}, {'hashtag_description': '', 'hashtag_id': 21269, 'hashtag_name': 'yesorno'}]",7459256465973660462,izzyandmarysdad,Ninja Creami Ice cream Challenge  #icecream #ninjacreami #ninjacreamirecipe #yesorno #yesornochallenge #ninja #familygames #foodchallege,1736743495,US,"['icecream', 'ninja', 'yesorno', 'yesornochallenge', 'familygames', 'foodchallege', 'ninjacreami', 'ninjacreamirecipe']",7459256468081020202,False,36553,980,"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}",484
75,[],6503364,"[{'hashtag_id': 2006, 'hashtag_name': 'game', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 20718560, 'hashtag_name': 'foodgame'}, {'hashtag_name': 'familygames', 'hashtag_description': '', 'hashtag_id': 2556710}, {'hashtag_description': ""Whether it's desktop, table top, or old school, what are you playing for #FamilyGameNight?"", 'hashtag_id': 287421, 'hashtag_name': 'FamilyGameNight'}, {'hashtag_description': '', 'hashtag_id': 1653412736454661, 'hashtag_name': 'zxycba'}]",7070342176609274629,izzyandmarysdad,Funny game #game #foodgame #familygames #familygamenight #zxycba ,1736656361,US,"['game', 'familygamenight', 'familygames', 'foodgame', 'zxycba']",7458882232103587114,False,517449,3151,"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}",2062
102,[],2106316,"[{'hashtag_description': '', 'hashtag_id': 744084, 'hashtag_name': 'gushers'}, {'hashtag_description': '', 'hashtag_id': 7869857, 'hashtag_name': 'foodchallege'}, {'hashtag_description': '', 'hashtag_id': 1668332713575430, 'hashtag_name': 'shaqalicious'}, {'hashtag_id': 7458510754925248554, 'hashtag_name': 'protein20?', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 581144, 'hashtag_name': 'haribo'}, {'hashtag_description': '', 'hashtag_id': 2556710, 'hashtag_name': 'familygames'}, {'hashtag_description': ""Whether it's desktop, table top, or old school, what are you playing for #FamilyGameNight?"", 'hashtag_id': 287421, 'hashtag_name': 'FamilyGameNight'}, {'hashtag_description': 'Test your reflexes using #ReflexChallenge', 'hashtag_id': 12731079, 'hashtag_name': 'ReflexChallenge'}, {'hashtag_description': '', 'hashtag_id': 1668672518185990, 'hashtag_name': 'grabthecandy'}, {'hashtag_description': '', 'hashtag_id': 9189, 'hashtag_name': 'candy'}]",7458513103660190510,izzyandmarysdad,Grab the Candy stuck together #grabthecandy #candy #shaqalicious #gushers #protein20?#haribo#familygames #familygamenight #reflexchallenge #foodchallege,1736570418,US,"['candy', 'familygamenight', 'haribo', 'gushers', 'familygames', 'foodchallege', 'reflexchallenge', 'shaqalicious', 'grabthecandy', 'protein20?']",7458513114053545259,False,103615,11271,"{'type': 0, 'vote': False, 'warn': False, 'content': '', 'sink': False}",2578
166,[],2103341,"[{'hashtag_name': 'droepper', 'hashtag_description': '', 'hashtag_id': 15640252}, {'hashtag_description': '', 'hashtag_id': 7078, 'hashtag_name': 'soda'}, {'hashtag_description': '', 'hashtag_id': 5187331, 'hashtag_name': 'sodachallange'}, {'hashtag_name': 'familygames', 'hashtag_description': '', 'hashtag_id': 2556710}, {'hashtag_name': 'FamilyGameNight', 'hashtag_description': ""Whether it's desktop, table top, or old school, what are you playing for #FamilyGameNight?"", 'hashtag_id': 287421}]",7458332137209514794,izzyandmarysdad,Match the Dr. Pepper #droepper #soda #sodachallange #familygames #familygamenight ,1736528279,us,"['soda', 'familygamenight', 'familygames', 'sodachallange', 'droepper']",7458332118607875374,False,92952,1335,"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}",1202
